"","X","Date","Price","Text","bing_score","nrc_score","afin_score"
"6386",6386,"2013-03-12",108.48,"glad to hear ehasselbeck will be staying on theviewtv elizabeth has great presence amp doesn t back down from sharing her views ",1,1,1
"6387",6387,"2013-03-13",107.51,"autism speaks head up by bob amp suzanne wright does a fantastic job if only we had more people like them to help ",1,1,1
"6391",6391,"2013-03-13",107.51," lukedonald you are so good and so talented that i have no doubt you will conquer the th hole at the new blue monster doralresort",-1,-1,1
"6393",6393,"2013-03-13",107.51,"best of luck to my good friend derek jeter on his first game today back at shortstop yankees captain is a warrior amp winner ",1,1,1
"6394",6394,"2013-03-13",107.51," annamplf the art of the deal and think like a champion would be helpful ",1,1,1
"6401",6401,"2013-03-13",107.51," kevconnorsespn great and good luck ",1,1,1
"6402",6402,"2013-03-13",107.51,"do your homework wasting other people s time due to poor planning and thoughtlessness will only leave a bad impression ",-1,-1,-1
"6403",6403,"2013-03-13",107.51," hrtbrknomore thanks and good luck ",1,1,1
"6405",6405,"2013-03-13",107.51," heyavampirebat good idea i wish him luck ",1,1,1
"6411",6411,"2013-03-14",108.1,"i love watching dummy mcuban promote on ok show named shark tank but he is just a small part of that show ",-1,-1,1
"6413",6413,"2013-03-14",108.1,"congratulations to my catholic friends on the selection of pope francis i to lead the catholic church people that know him love him ",1,1,1
"6418",6418,"2013-03-14",108.1,"to show you how shallow politicians can be many are jealous of my cpacnews speaking slot amp also their fellow republicans not good ",-1,1,1
"6432",6432,"2013-03-14",108.1," those stupid people bought mcuban s company of which he owned a piece ",-1,-1,-1
"6433",6433,"2013-03-14",108.1," mcuban has less tv persona than any other person i can think of he s an arrogant crude dope who met some very stupid people ",-1,-1,-1
"6435",6435,"2013-03-14",108.1,"wow just day after my offer to fund all wh tours obama backtracks on decision to cancel all white house tours ",1,1,1
"6441",6441,"2013-03-15",109.32,"press conference after cpac speech this morning was excellent lots of very professional reporters ",1,1,1
"6447",6447,"2013-03-15",109.32," orangeeffect realdonaldtrump chris matthews is happily smearing you on hardball poor chris i know chris well he is a lightweight ",-1,1,-1
"6448",6448,"2013-03-15",109.32,"thanks for all of the accolades on my speech today it s all about the truth ",1,1,1
"6453",6453,"2013-03-15",109.32,"boring amp failing nymag s rd rate political reporter jheil had flunky danamira write a totally false report about me today ",-1,-1,-1
"6454",6454,"2013-03-15",109.32," donald trump the view will be better without joy behar video ",1,1,1
"6455",6455,"2013-03-15",109.32," trump to cpac build a great economy ",1,1,1
"6456",6456,"2013-03-15",109.32," jheil at nymag is such a pathetic reporter who doesn t want to know the truth a total obama flunky amp hack ",-1,1,-1
"6465",6465,"2013-03-16",109.32,"wow record ratings for wgc cadillac championship at trump national doral s blue monster most watched in seven years congrats to tiger woods",1,-1,1
"6467",6467,"2013-03-17",109.32," crystal joanna realdonaldtrump that s because you bring clout to anything you do mr trump remain blessed thanks really nice ",1,1,1
"6468",6468,"2013-03-17",109.32," deviousdoll it s endometriosis awareness month million women suffer from this disease ",-1,-1,-1
"6471",6471,"2013-03-17",109.32," simonkodousek you may not agree with realdonaldtrump but he knows what s what keep being truthful and real thanks ",1,1,1
"6472",6472,"2013-03-17",109.32,"just won the club championship at trump international golf club in palm beach lots of very good golfers never easy to win a c c ",1,1,1
"6475",6475,"2013-03-17",109.32,"the tournament at trump national doral was much more exciting than what is going on now ",1,1,1
"6476",6476,"2013-03-17",109.32," gaphotoman realdonaldtrump if mr trump would run he would be the best president ever thanks ",1,1,1
"6477",6477,"2013-03-17",109.32," linro looking forward to the apprentice tonight realdonaldtrump show is still going strong enjoy it linda ",1,1,1
"6479",6479,"2013-03-17",109.32," helen realdonaldtrump i think that you should run for president and be elected to that office good luck in all you do thanks ",1,1,1
"6480",6480,"2013-03-17",109.32," mrbrandoncraker realdonaldtrump mr trump i love you and celebrity apprentice you are awesome and should be president thanks ",1,1,1
"6481",6481,"2013-03-17",109.32," annika annika thanks you are the greatest we all adore you ",1,1,1
"6485",6485,"2013-03-18",108.54," trump hits back at chris matthews birther rant he used to be a much more intelligent man ",1,1,-1
"6491",6491,"2013-03-18",108.54,"via wtcommunities donald trump to cpac romney didn t talk enough about success ",1,1,1
"6493",6493,"2013-03-18",108.54," taurus lovin realdonaldtrump my boyfriend and i were in las vegas the other day gotta say your trump building rocks thanks ",1,1,1
"6500",6500,"2013-03-18",108.54," dloesch played great audio from my cpacnews press conference on her radio show glad she made it ",1,1,1
"6504",6504,"2013-03-18",108.54," ashbash realdonaldtrump don t waste time on your haters let them hate you keep building your empire respect jealoushaters great ",-1,1,-1
"6507",6507,"2013-03-18",108.54," star r realdonaldtrump what a show last night i couldn t believe the outcome c a has been my fave show for a long time great ",1,1,1
"6509",6509,"2013-03-18",108.54,"great line from thegarybusey i am an angel in an earth suit do you agree celebapprentice",1,1,1
"6520",6520,"2013-03-18",108.54,"vattenfall ceo stated that the company needed to prepare itself for falling electricity demands in coming years a changing market ",-1,1,-1
"6523",6523,"2013-03-18",108.54," tpnntweets donald trump tells a fascinating inside story about his dealings w the obama wh ",1,1,1
"6526",6526,"2013-03-18",108.54," omarosa s new name via dennisrodman ms saboteur sounds rather elegant celebapprentice",1,1,1
"6527",6527,"2013-03-18",108.54," omarosa s emergency has put a new spin on team power s presentation but it s not show time yet celebapprentice",-1,-1,-1
"6532",6532,"2013-03-18",108.54,"and happy to welcome arseniohall back as an advisor he will have his own show and is doing great celebapprentice",1,1,1
"6534",6534,"2013-03-18",108.54,"via realitytvworld la toya jackson fired from all star celebrity apprentice by donald trump ",1,1,-1
"6539",6539,"2013-03-18",108.54," owhiting realdonaldtrump we know you hate mark cuban but what are your feelings on kevin o leary never heard of him ",-1,-1,-1
"6542",6542,"2013-03-18",108.54,"new rnc report calls for embracing comprehensive immigration reform ",1,1,1
"6543",6543,"2013-03-18",108.54,"why does mcuban continue to embarrass the amp th place dallasmavs with childish behavior really unprofessional ",-1,-1,-1
"6546",6546,"2013-03-18",108.54,"there s no love lost between latoyajackson amp omarosa disrespectful who is being disrespectful celebapprentice",-1,-1,-1
"6547",6547,"2013-03-18",108.54,"is anthony weiner also delusional add him to ny sex offender list instead ",-1,-1,-1
"6552",6552,"2013-03-19",106.91," hardball chris is a really dumb guy and i know him well that s why he works swimmingly with our leaders in washington ",-1,-1,-1
"6553",6553,"2013-03-19",106.91," tomxconn realdonaldtrump took wife jenn to your in chicago had great time impeccable service thanks ",1,1,1
"6558",6558,"2013-03-19",106.91,"if you re sitting in an office working in a job you hate then it s time to think big and plan your next step ",-1,1,-1
"6559",6559,"2013-03-19",106.91," lfoshie there are people with whom you don t want to be on their bad side god s amp realdonaldtrump s i want to be on god s side ",-1,1,-1
"6561",6561,"2013-03-19",106.91,"it was just announced that erinburnett won t be going to mornings on cnn outfrontcnn just made a wise decision ",1,1,1
"6563",6563,"2013-03-19",106.91,"passion motivates passionate people don t give up their zeal eliminates fear passion can also create business opportunities ",1,1,1
"6565",6565,"2013-03-19",106.91," whatitlooklike realdonaldtrump mcuban nobody is on the dons level lets be honest donald trump is the man very nice thank you ",1,1,1
"6566",6566,"2013-03-19",106.91," you can have the best product in the world but if people don t know about it it s not going to be worth much the art of the deal",1,1,1
"6571",6571,"2013-03-19",106.91,"all star celebrity apprenticenbc continues to surprise our loyal viewers each and every week more and bigger coming ",1,1,1
"6572",6572,"2013-03-19",106.91," erinburnett s outfrontcnn ratings are so pathetic she even loses to hardball chris at pm which is replay of pm ",-1,-1,-1
"6580",6580,"2013-03-19",106.91,"golf match i ve won club championships including this weekend mcuban swings like a little girl with no power or talent mark s a loser",1,1,1
"6581",6581,"2013-03-19",106.91," donald trump helped expose the silliness of the move by offering to pay for the white house tours ",1,1,-1
"6583",6583,"2013-03-19",106.91,"congratulations to likud party mk dannydanon on being offered deputy defense minister of idf by israelipm netanyahu ",1,1,1
"6584",6584,"2013-03-19",106.91," mcuban mark okay with me but don t start your bullshit again ",-1,1,-1
"6590",6590,"2013-03-19",106.91," cathmiriam love the fact that everyone who tweets mean things to realdonaldtrump are poor idiots with no sense playnice true",-1,1,1
"6592",6592,"2013-03-19",106.91," rushlimbaugh is right the republicans lost because they weren t conservative enough or tough enough ",-1,-1,-1
"6596",6596,"2013-03-19",106.91,"does anyone remember the fight mcuban had w the referee he was weak amp pathetic a non athlete trying to live life thru his players ",-1,-1,-1
"6597",6597,"2013-03-19",106.91," geeopee realdonaldtrump why are you wasting your time with cuban you are right ",-1,-1,-1
"6603",6603,"2013-03-19",106.91," kimfloyd realdonaldtrump hope you have a great day loved your speech at cpac thanks kim ",1,1,1
"6605",6605,"2013-03-19",106.91," one of the most obvious lessons on apprenticenbc is for the candidates to learn to think quickly think like a champion",1,1,1
"6608",6608,"2013-03-19",106.91,"why do shows have ananavarro ntl hispanic chair for the losing mccain amp huntsman she s a loser who doesn t deliver votes ",-1,-1,-1
"6610",6610,"2013-03-19",106.91," mcuban is so short off the tee he can t have much of a punch he s just a weak man with a big mouth ",-1,-1,-1
"6611",6611,"2013-03-19",106.91," julzz realdonaldtrump you got bankrupted times who the hell trusts you with anything i never went bankrupt moron ",-1,-1,-1
"6616",6616,"2013-03-19",106.91," mcuban is very short off the tee and his basketball sucks also ",-1,1,-1
"6619",6619,"2013-03-19",106.91," entrepreneur just for the record realdonaldtrump has authored more best selling books than mcuban winning to be exact thanks ",1,1,1
"6620",6620,"2013-03-19",106.91," greenolive r mcuban is trumping the trumpster himself realdonaldtrump where do you live moron ",-1,-1,-1
"6621",6621,"2013-03-19",106.91,"bombings all over iraq today that country is falling apart such a horrible waste of lives and trillion dollars and i told you so ",-1,-1,-1
"6624",6624,"2013-03-20",108.27," icahn kravis apollo and most others but nobody says they went bankrupt ",-1,-1,-1
"6625",6625,"2013-03-20",108.27,"haters stop saying i went bankrupt it is not so i never went bankrupt ",-1,-1,-1
"6627",6627,"2013-03-20",108.27," but like many other great business people have used the laws to corporate advantage ",1,1,1
"6629",6629,"2013-03-20",108.27," yokoono john was great everybody misses him best wishes ",-1,-1,1
"6630",6630,"2013-03-20",108.27,"for the haters out of hundreds of deals or transactions i have used the bankruptcy laws times in order to cut better deals ",-1,-1,-1
"6632",6632,"2013-03-20",108.27," mandmpanelbeat thanks and good luck ",1,1,1
"6633",6633,"2013-03-20",108.27," champion realdonaldtrump i have to say your a better host than alan sugar who does the uk version thanks ",1,1,1
"6635",6635,"2013-03-20",108.27,"i remained strong for tigerwoods during his difficult period he rewarded me and himself by winning at trump national doral ",1,1,1
"6636",6636,"2013-03-20",108.27," it is very effective and a commonly used business tool ",1,1,1
"6643",6643,"2013-03-20",108.27,"it s a shame to hear that the dcexaminer is failing no one wants the paper even if it is being handed out for free ",-1,-1,-1
"6644",6644,"2013-03-20",108.27," hardball chris very small audience is shrinking rapidly because people finally understand that he is very very dumb ",-1,-1,-1
"6645",6645,"2013-03-20",108.27,"my shirts ties amp suits and fragrance success are doing great go over amp check out macy s now beautiful new selection ",1,1,1
